"struc","comp","ele_comb","reward","RL_step","cif"
"Full Formula (Yb7 Ga2 Si1 Ge2)
Reduced Formula: Yb7Ga2SiGe2
abc   :   5.921465   5.954281   9.102433
angles:  90.015145  91.079309 107.609139
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Yb    0.608313  0.390127  0.513902
  1  Yb    0.271911  0.05183   0.876481
  2  Ge    0.292699  0.972255  0.213395
  3  Yb    0.796676  0.955909  0.362007
  4  Yb    0.200999  0.449973  0.20379
  5  Yb    0.701394  0.859032  0.03412
  6  Ga    0.097755  0.279652  0.590225
  7  Yb    0.228805  0.804244  0.538919
  8  Yb    0.86267   0.436944  0.854156
  9  Ge    0.672384  0.35368   0.17264
 10  Si    0.744706  0.918892  0.697538
 11  Ga    0.387467  0.559596  0.802882","Yb7Ga2SiGe2","('Ga', 'Ge', 'Si', 'Yb')","0.684645031193031","0","# generated using pymatgen
data_Yb7Ga2SiGe2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.92146456
_cell_length_b   5.95428106
_cell_length_c   9.10243320
_cell_angle_alpha   90.01514503
_cell_angle_beta   91.07930903
_cell_angle_gamma   107.60913871
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Yb7Ga2SiGe2
_chemical_formula_sum   'Yb7 Ga2 Si1 Ge2'
_cell_volume   305.83571957
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Yb  Yb0  1  0.60831255  0.39012691  0.51390207  1
  Yb  Yb1  1  0.27191141  0.05182964  0.87648070  1
  Ge  Ge2  1  0.29269943  0.97225487  0.21339463  1
  Yb  Yb3  1  0.79667586  0.95590949  0.36200702  1
  Yb  Yb4  1  0.20099865  0.44997260  0.20379044  1
  Yb  Yb5  1  0.70139420  0.85903198  0.03412009  1
  Ga  Ga6  1  0.09775543  0.27965155  0.59022522  1
  Yb  Yb7  1  0.22880484  0.80424428  0.53891897  1
  Yb  Yb8  1  0.86266994  0.43694350  0.85415560  1
  Ge  Ge9  1  0.67238414  0.35367957  0.17264019  1
  Si  Si10  1  0.74470556  0.91889220  0.69753832  1
  Ga  Ga11  1  0.38746655  0.55959588  0.80288184  1
"
"Full Formula (Li1 Dy1 In1 Pb1)
Reduced Formula: LiDyInPb
abc   :   5.196714   5.200959   5.199865
angles:  60.055984  60.004669  60.014117
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  In    0.647844  0.891877  0.290163
  1  Li    0.897424  0.141754  0.540562
  2  Dy    0.398077  0.641653  0.040114
  3  Pb    0.148476  0.391547  0.789822","LiDyInPb","('Dy', 'In', 'Li', 'Pb')","0.7792732299306433","0","# generated using pymatgen
data_LiDyInPb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.19671403
_cell_length_b   5.20095851
_cell_length_c   5.19986534
_cell_angle_alpha   60.05598413
_cell_angle_beta   60.00466890
_cell_angle_gamma   60.01411660
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiDyInPb
_chemical_formula_sum   'Li1 Dy1 In1 Pb1'
_cell_volume   99.43388542
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.64784396  0.89187717  0.29016307  1
  Li  Li1  1  0.89742398  0.14175367  0.54056233  1
  Dy  Dy2  1  0.39807728  0.64165330  0.04011396  1
  Pb  Pb3  1  0.14847645  0.39154693  0.78982168  1
"
"Full Formula (Hf1 Mg1 Co1 Ru1)
Reduced Formula: HfMgCoRu
abc   :   4.456226   4.457821   4.455146
angles:  59.902515  59.940410  59.991471
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ru    0.369976  0.011908  0.043476
  1  Mg    0.620384  0.261407  0.293787
  2  Hf    0.120477  0.761801  0.79297
  3  Co    0.870395  0.512278  0.543713","HfMgCoRu","('Co', 'Hf', 'Mg', 'Ru')","0.7496963683423488","0","# generated using pymatgen
data_HfMgCoRu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.45622647
_cell_length_b   4.45782140
_cell_length_c   4.45514584
_cell_angle_alpha   59.90251479
_cell_angle_beta   59.94041005
_cell_angle_gamma   59.99147101
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HfMgCoRu
_chemical_formula_sum   'Hf1 Mg1 Co1 Ru1'
_cell_volume   62.50175975
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ru  Ru0  1  0.36997563  0.01190769  0.04347614  1
  Mg  Mg1  1  0.62038368  0.26140714  0.29378742  1
  Hf  Hf2  1  0.12047677  0.76180118  0.79297012  1
  Co  Co3  1  0.87039495  0.51227766  0.54371333  1
"
"Full Formula (Sm2 Er6 Sn1)
Reduced Formula: Sm2Er6Sn
abc   :   4.870965   6.067652  10.513357
angles: 106.749291  89.765181 113.540829
pbc   :       True       True       True
Sites (9)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Er    0.283692  0.494819  0.797337
  1  Sn    0.626602  0.180546  0.582023
  2  Sm    0.963337  0.853956  0.029722
  3  Er    0.619869  0.165965  0.905952
  4  Er    0.633851  0.195478  0.260327
  5  Er    0.969703  0.866488  0.366619
  6  Sm    0.288027  0.502994  0.134015
  7  Er    0.953832  0.83232   0.688346
  8  Er    0.300677  0.528996  0.475168","Sm2Er6Sn","('Er', 'Sm', 'Sn')","0.8402851472460942","0","# generated using pymatgen
data_Sm2Er6Sn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.87096490
_cell_length_b   6.06765228
_cell_length_c   10.51335716
_cell_angle_alpha   106.74929120
_cell_angle_beta   89.76518060
_cell_angle_gamma   113.54082899
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sm2Er6Sn
_chemical_formula_sum   'Sm2 Er6 Sn1'
_cell_volume   270.59085473
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Er  Er0  1  0.28369212  0.49481863  0.79733711  1
  Sn  Sn1  1  0.62660182  0.18054645  0.58202332  1
  Sm  Sm2  1  0.96333712  0.85395586  0.02972161  1
  Er  Er3  1  0.61986935  0.16596490  0.90595204  1
  Er  Er4  1  0.63385051  0.19547796  0.26032668  1
  Er  Er5  1  0.96970266  0.86648798  0.36661926  1
  Sm  Sm6  1  0.28802723  0.50299352  0.13401476  1
  Er  Er7  1  0.95383245  0.83231974  0.68834597  1
  Er  Er8  1  0.30067667  0.52899629  0.47516763  1
"
"Full Formula (Co4 Si2)
Reduced Formula: Co2Si
abc   :   3.395061   3.398774   5.886710
angles:  89.929290  90.032036  89.948728
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Co    0.117551  0.326628  0.224962
  1  Co    0.117445  0.827386  0.867818
  2  Co    0.618569  0.326908  0.869047
  3  Co    0.617193  0.827852  0.513507
  4  Si    0.61732   0.827078  0.134858
  5  Si    0.118123  0.327936  0.60296","Co2Si","('Co', 'Si')","0.7696678013736982","0","# generated using pymatgen
data_Co2Si
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.39506083
_cell_length_b   3.39877435
_cell_length_c   5.88671017
_cell_angle_alpha   89.92928955
_cell_angle_beta   90.03203609
_cell_angle_gamma   89.94872827
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Co2Si
_chemical_formula_sum   'Co4 Si2'
_cell_volume   67.92692790
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Co  Co0  1  0.11755075  0.32662839  0.22496246  1
  Co  Co1  1  0.11744495  0.82738644  0.86781776  1
  Co  Co2  1  0.61856890  0.32690772  0.86904722  1
  Co  Co3  1  0.61719275  0.82785231  0.51350665  1
  Si  Si4  1  0.61731982  0.82707828  0.13485788  1
  Si  Si5  1  0.11812277  0.32793626  0.60295981  1
"
"Full Formula (Li2 Cu4 Au8)
Reduced Formula: Li(CuAu2)2
abc   :   4.573624   7.423477   7.471199
angles: 120.082237  90.113814  90.249543
pbc   :       True       True       True
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Au    0.61824   0.638093  0.503134
  1  Au    0.617091  0.94005   0.965678
  2  Li    0.61743   0.506459  0.79166
  3  Li    0.116971  0.127531  0.8871
  4  Cu    0.117017  0.982652  0.189402
  5  Au    0.117435  0.713338  0.751249
  6  Cu    0.617137  0.206052  0.363783
  7  Cu    0.117902  0.834453  0.449856
  8  Au    0.117876  0.260166  0.599304
  9  Au    0.117466  0.384424  0.301981
 10  Cu    0.617949  0.802952  0.23561
 11  Au    0.617752  0.365159  0.06787
 12  Au    0.617227  0.067612  0.643141
 13  Au    0.118483  0.576853  0.042596","Li(CuAu2)2","('Au', 'Cu', 'Li')","0.9190857656808067","0","# generated using pymatgen
data_Li(CuAu2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.57362410
_cell_length_b   7.42347682
_cell_length_c   7.47119904
_cell_angle_alpha   120.08223694
_cell_angle_beta   90.11381394
_cell_angle_gamma   90.24954347
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li(CuAu2)2
_chemical_formula_sum   'Li2 Cu4 Au8'
_cell_volume   219.49221241
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Au  Au0  1  0.61824012  0.63809317  0.50313425  1
  Au  Au1  1  0.61709052  0.94005036  0.96567822  1
  Li  Li2  1  0.61743027  0.50645870  0.79165953  1
  Li  Li3  1  0.11697089  0.12753138  0.88710028  1
  Cu  Cu4  1  0.11701745  0.98265219  0.18940164  1
  Au  Au5  1  0.11743468  0.71333826  0.75124878  1
  Cu  Cu6  1  0.61713707  0.20605201  0.36378318  1
  Cu  Cu7  1  0.11790191  0.83445346  0.44985598  1
  Au  Au8  1  0.11787620  0.26016575  0.59930372  1
  Au  Au9  1  0.11746575  0.38442394  0.30198124  1
  Cu  Cu10  1  0.61794877  0.80295205  0.23561013  1
  Au  Au11  1  0.61775178  0.36515933  0.06787002  1
  Au  Au12  1  0.61722749  0.06761239  0.64314055  1
  Au  Au13  1  0.11848268  0.57685328  0.04259570  1
"
"Full Formula (Ba8 Sr1 Zn3)
Reduced Formula: Ba8SrZn3
abc   :   7.988381   8.062533  11.749216
angles:  83.556362  76.825755  59.742133
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ba    0.138722  0.808674  0.410836
  1  Ba    0.25346   0.495754  0.083288
  2  Ba    0.484292  0.143117  0.413199
  3  Ba    0.696537  0.140015  0.757735
  4  Ba    0.361215  0.819397  0.75583
  5  Ba    0.016002  0.481895  0.756127
  6  Zn    0.418506  0.479705  0.587923
  7  Sr    0.910354  0.149815  0.087246
  8  Ba    0.807464  0.484399  0.410096
  9  Ba    0.593472  0.810527  0.088765
 10  Zn    0.292698  0.155023  0.933527
 11  Zn    0.083243  0.144765  0.577901","Ba8SrZn3","('Ba', 'Sr', 'Zn')","0.83190855832513","0","# generated using pymatgen
data_Ba8SrZn3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.98838075
_cell_length_b   8.06253272
_cell_length_c   11.74921608
_cell_angle_alpha   83.55636161
_cell_angle_beta   76.82575529
_cell_angle_gamma   59.74213323
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ba8SrZn3
_chemical_formula_sum   'Ba8 Sr1 Zn3'
_cell_volume   636.42935080
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.13872170  0.80867350  0.41083619  1
  Ba  Ba1  1  0.25346041  0.49575403  0.08328800  1
  Ba  Ba2  1  0.48429248  0.14311713  0.41319945  1
  Ba  Ba3  1  0.69653720  0.14001477  0.75773454  1
  Ba  Ba4  1  0.36121479  0.81939697  0.75583035  1
  Ba  Ba5  1  0.01600223  0.48189530  0.75612688  1
  Zn  Zn6  1  0.41850635  0.47970453  0.58792299  1
  Sr  Sr7  1  0.91035450  0.14981481  0.08724620  1
  Ba  Ba8  1  0.80746365  0.48439887  0.41009572  1
  Ba  Ba9  1  0.59347200  0.81052667  0.08876450  1
  Zn  Zn10  1  0.29269812  0.15502277  0.93352687  1
  Zn  Zn11  1  0.08324287  0.14476487  0.57790071  1
"
"Full Formula (La2 Ce1 Nd1 Cd8)
Reduced Formula: La2CeNdCd8
abc   :   6.065890   6.065013  10.557631
angles:  73.166105  73.091459  59.805404
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  La    0.453525  0.589066  0.030129
  1  Ce    0.330449  0.465768  0.399801
  2  La    0.831249  0.966725  0.896275
  3  Cd    0.143021  0.27888   0.962281
  4  Nd    0.956675  0.092374  0.521345
  5  Cd    0.393617  0.03071   0.708945
  6  Cd    0.393553  0.529557  0.709165
  7  Cd    0.895006  0.529539  0.709102
  8  Cd    0.391477  0.027726  0.215321
  9  Cd    0.643267  0.778696  0.462185
 10  Cd    0.892487  0.527298  0.215415
 11  Cd    0.892712  0.0283    0.215217","La2CeNdCd8","('Cd', 'Ce', 'La', 'Nd')","0.9977976727498419","0","# generated using pymatgen
data_La2CeNdCd8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.06588975
_cell_length_b   6.06501297
_cell_length_c   10.55763054
_cell_angle_alpha   73.16610510
_cell_angle_beta   73.09145884
_cell_angle_gamma   59.80540381
_symmetry_Int_Tables_number   1
_chemical_formula_structural   La2CeNdCd8
_chemical_formula_sum   'La2 Ce1 Nd1 Cd8'
_cell_volume   316.33969243
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.45352536  0.58906633  0.03012908  1
  Ce  Ce1  1  0.33044851  0.46576801  0.39980122  1
  La  La2  1  0.83124876  0.96672487  0.89627510  1
  Cd  Cd3  1  0.14302070  0.27888009  0.96228069  1
  Nd  Nd4  1  0.95667475  0.09237398  0.52134502  1
  Cd  Cd5  1  0.39361730  0.03070951  0.70894533  1
  Cd  Cd6  1  0.39355323  0.52955693  0.70916510  1
  Cd  Cd7  1  0.89500594  0.52953899  0.70910197  1
  Cd  Cd8  1  0.39147672  0.02772604  0.21532118  1
  Cd  Cd9  1  0.64326680  0.77869558  0.46218503  1
  Cd  Cd10  1  0.89248687  0.52729797  0.21541497  1
  Cd  Cd11  1  0.89271206  0.02830033  0.21521674  1
"
"Full Formula (Cd4 Ag4 Au5)
Reduced Formula: Cd4Ag4Au5
abc   :   4.350345   7.705989   8.949395
angles:  99.218893  89.934023 106.186703
pbc   :       True       True       True
Sites (13)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Au    0.565922  0.867104  0.79735
  1  Cd    0.186527  0.108209  0.926764
  2  Ag    0.617871  0.97179   0.127779
  3  Au    0.760088  0.256259  0.771002
  4  Au    0.001844  0.739789  0.001758
  5  Ag    0.940995  0.617455  0.674716
  6  Au    0.230537  0.197379  0.254966
  7  Ag    0.671934  0.081061  0.463947
  8  Au    0.47904   0.695605  0.482247
  9  Cd    0.384501  0.503865  0.915452
 10  Cd    0.046972  0.833251  0.326088
 11  Cd    0.849663  0.437603  0.337895
 12  Ag    0.303021  0.339968  0.577635","Cd4Ag4Au5","('Ag', 'Au', 'Cd')","0.8172475341563965","0","# generated using pymatgen
data_Cd4Ag4Au5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.35034516
_cell_length_b   7.70598885
_cell_length_c   8.94939518
_cell_angle_alpha   99.21889334
_cell_angle_beta   89.93402288
_cell_angle_gamma   106.18670329
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cd4Ag4Au5
_chemical_formula_sum   'Cd4 Ag4 Au5'
_cell_volume   284.10251645
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Au  Au0  1  0.56592232  0.86710399  0.79734969  1
  Cd  Cd1  1  0.18652658  0.10820855  0.92676431  1
  Ag  Ag2  1  0.61787122  0.97179019  0.12777865  1
  Au  Au3  1  0.76008809  0.25625923  0.77100164  1
  Au  Au4  1  0.00184387  0.73978949  0.00175780  1
  Ag  Ag5  1  0.94099468  0.61745459  0.67471617  1
  Au  Au6  1  0.23053670  0.19737883  0.25496575  1
  Ag  Ag7  1  0.67193419  0.08106135  0.46394691  1
  Au  Au8  1  0.47904041  0.69560522  0.48224726  1
  Cd  Cd9  1  0.38450125  0.50386482  0.91545218  1
  Cd  Cd10  1  0.04697194  0.83325070  0.32608834  1
  Cd  Cd11  1  0.84966320  0.43760324  0.33789495  1
  Ag  Ag12  1  0.30302066  0.33996800  0.57763487  1
"
"Full Formula (Tb1 Pr5 Er1 Sc4 Tl7)
Reduced Formula: TbPr5ErSc4Tl7
abc   :   5.037793  10.348741   9.993225
angles:  89.459646  90.022925  90.033552
pbc   :       True       True       True
Sites (18)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Tl    0.636888  0.406116  0.268259
  1  Pr    0.136847  0.929162  0.777298
  2  Sc    0.137062  0.546222  0.151263
  3  Tl    0.637593  0.116396  0.8903
  4  Tl    0.637792  0.830562  0.598267
  5  Sc    0.637111  0.409831  0.960096
  6  Tl    0.136871  0.65518   0.481984
  7  Tb    0.637446  0.50874   0.62733
  8  Sc    0.637521  0.720306  0.308615
  9  Tl    0.137234  0.56677   0.839829
 10  Tl    0.637181  0.015495  0.199793
 11  Sc    0.136987  0.364151  0.432813
 12  Pr    0.637361  0.163004  0.532463
 13  Pr    0.13831   0.981824  0.416876
 14  Pr    0.137066  0.204145  0.118037
 15  Pr    0.638     0.748525  0.952693
 16  Er    0.137091  0.278214  0.761745
 17  Tl    0.137312  0.835505  0.12691","TbPr5ErSc4Tl7","('Er', 'Pr', 'Sc', 'Tb', 'Tl')","0.6679138090855066","0","# generated using pymatgen
data_TbPr5ErSc4Tl7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.03779309
_cell_length_b   10.34874113
_cell_length_c   9.99322510
_cell_angle_alpha   89.45964572
_cell_angle_beta   90.02292462
_cell_angle_gamma   90.03355239
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TbPr5ErSc4Tl7
_chemical_formula_sum   'Tb1 Pr5 Er1 Sc4 Tl7'
_cell_volume   520.97165755
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tl  Tl0  1  0.63688755  0.40611634  0.26825929  1
  Pr  Pr1  1  0.13684744  0.92916214  0.77729827  1
  Sc  Sc2  1  0.13706155  0.54622209  0.15126349  1
  Tl  Tl3  1  0.63759315  0.11639577  0.89029986  1
  Tl  Tl4  1  0.63779211  0.83056152  0.59826750  1
  Sc  Sc5  1  0.63711101  0.40983072  0.96009636  1
  Tl  Tl6  1  0.13687135  0.65518004  0.48198384  1
  Tb  Tb7  1  0.63744593  0.50873971  0.62732989  1
  Sc  Sc8  1  0.63752139  0.72030622  0.30861515  1
  Tl  Tl9  1  0.13723375  0.56677037  0.83982903  1
  Tl  Tl10  1  0.63718081  0.01549539  0.19979317  1
  Sc  Sc11  1  0.13698660  0.36415100  0.43281290  1
  Pr  Pr12  1  0.63736087  0.16300356  0.53246254  1
  Pr  Pr13  1  0.13830969  0.98182380  0.41687566  1
  Pr  Pr14  1  0.13706577  0.20414531  0.11803746  1
  Pr  Pr15  1  0.63799995  0.74852467  0.95269263  1
  Er  Er16  1  0.13709073  0.27821371  0.76174468  1
  Tl  Tl17  1  0.13731216  0.83550543  0.12691046  1
"
"Full Formula (Ho2 Sc2 Tl2)
Reduced Formula: HoScTl
abc   :   4.442762   4.447424   8.148200
angles:  89.965660  90.060313  90.053155
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Sc    0.414392  0.299469  0.167845
  1  Sc    0.913558  0.799567  0.168584
  2  Ho    0.913057  0.299855  0.515724
  3  Tl    0.413802  0.799712  0.432783
  4  Ho    0.413137  0.799235  0.822729
  5  Tl    0.91345   0.299451  0.904712","HoScTl","('Ho', 'Sc', 'Tl')","0.9024813047200535","0","# generated using pymatgen
data_HoScTl
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.44276245
_cell_length_b   4.44742426
_cell_length_c   8.14820004
_cell_angle_alpha   89.96566031
_cell_angle_beta   90.06031307
_cell_angle_gamma   90.05315503
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HoScTl
_chemical_formula_sum   'Ho2 Sc2 Tl2'
_cell_volume   160.99887086
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.41439193  0.29946858  0.16784509  1
  Sc  Sc1  1  0.91355819  0.79956722  0.16858435  1
  Ho  Ho2  1  0.91305703  0.29985476  0.51572418  1
  Tl  Tl3  1  0.41380188  0.79971164  0.43278286  1
  Ho  Ho4  1  0.41313717  0.79923546  0.82272863  1
  Tl  Tl5  1  0.91345048  0.29945120  0.90471238  1
"
"Full Formula (Li1 Ca1 Be2 Sn1 Sb1 Cl8)
Reduced Formula: LiCaBe2SnSbCl8
abc   :   7.306827   7.887647   6.876282
angles:  80.551549  72.697111  73.989629
pbc   :       True       True       True
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ca    0.754736  0.54968   0.015394
  1  Sn    0.361067  0.05877   0.822436
  2  Cl    0.345075  0.279036  0.269651
  3  Cl    0.622295  0.435525  0.453499
  4  Cl    0.328812  0.718497  0.214302
  5  Be    0.868272  0.039581  0.955408
  6  Cl    0.112269  0.512039  0.656776
  7  Sb    0.578565  0.258254  0.909984
  8  Cl    0.643432  0.784202  0.699808
  9  Cl    0.056487  0.985399  0.678159
 10  Be    0.355127  0.493246  0.405491
 11  Cl    0.841033  0.818608  0.152725
 12  Li    0.977651  0.795529  0.469458
 13  Cl    0.992207  0.186976  0.081027","LiCaBe2SnSbCl8","('Be', 'Ca', 'Cl', 'Li', 'Sb', 'Sn')","0.4440716960974651","0","# generated using pymatgen
data_LiCaBe2SnSbCl8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.30682701
_cell_length_b   7.88764681
_cell_length_c   6.87628222
_cell_angle_alpha   80.55154924
_cell_angle_beta   72.69711125
_cell_angle_gamma   73.98962911
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCaBe2SnSbCl8
_chemical_formula_sum   'Li1 Ca1 Be2 Sn1 Sb1 Cl8'
_cell_volume   362.23527915
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.75473583  0.54967976  0.01539433  1
  Sn  Sn1  1  0.36106652  0.05877048  0.82243556  1
  Cl  Cl2  1  0.34507450  0.27903625  0.26965111  1
  Cl  Cl3  1  0.62229478  0.43552545  0.45349950  1
  Cl  Cl4  1  0.32881182  0.71849680  0.21430190  1
  Be  Be5  1  0.86827183  0.03958073  0.95540839  1
  Cl  Cl6  1  0.11226889  0.51203901  0.65677583  1
  Sb  Sb7  1  0.57856518  0.25825438  0.90998405  1
  Cl  Cl8  1  0.64343202  0.78420240  0.69980848  1
  Cl  Cl9  1  0.05648749  0.98539919  0.67815912  1
  Be  Be10  1  0.35512742  0.49324599  0.40549138  1
  Cl  Cl11  1  0.84103268  0.81860816  0.15272518  1
  Li  Li12  1  0.97765100  0.79552937  0.46945801  1
  Cl  Cl13  1  0.99220729  0.18697643  0.08102654  1
"
"Full Formula (Sn1 Bi1 Pt1)
Reduced Formula: SnBiPt
abc   :   4.814823   4.802956   4.798692
angles:  60.013608  60.024975  59.990414
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Sn    0.636847  0.149512  0.190164
  1  Pt    0.387082  0.899322  0.940232
  2  Bi    0.136939  0.649433  0.690674","SnBiPt","('Bi', 'Pt', 'Sn')","0.9125048615494773","0","# generated using pymatgen
data_SnBiPt
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.81482282
_cell_length_b   4.80295560
_cell_length_c   4.79869223
_cell_angle_alpha   60.01360840
_cell_angle_beta   60.02497452
_cell_angle_gamma   59.99041362
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SnBiPt
_chemical_formula_sum   'Sn1 Bi1 Pt1'
_cell_volume   78.48593817
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sn  Sn0  1  0.63684672  0.14951232  0.19016446  1
  Pt  Pt1  1  0.38708153  0.89932239  0.94023222  1
  Bi  Bi2  1  0.13693920  0.64943302  0.69067425  1
"
